id,sentiment,review
11302_8,1,"Oh, those sneaky Italians. It's not the first time they based a movie on source material without the permission or knowledge of the, in this case, author of the novel. Of course this is not something that is typically Italian but got done quite a lot in the early days of cinema, mostly because they often thought they would be able to get away with it. James M. Cain's publishers managed to keep this movie off American screens until 1976 but nevertheless the movie itself has grown a bit into a well known classic.<br /><br />The movie is not as great to watch as the 1946 American version but it's a great movie nevertheless. This of course not in the least is due to the movie it's great strong story, that is an intriguing one and provides the movie with some great characters and realism. It follows the novel quite closely and is therefore mostly the same as other movie versions of its story, with of course as a difference that it got set in an Italian environment.<br /><br />Leave it up to the Italians to make a movie about life and the real people in it. These early drama's always have a very realistic feeling over it and are therefore also quite involving to watch. Unfortunately the movie lost some of its power toward the end, when the movie started to feel a bit overlong and dragging in parts. The movie could had easily ended 15 minutes earlier.<br /><br />Nevertheless, I don't really have much else negative to say about this movie. It's simply a greatly made one, based on some equally great and strong source material. Quite an impressive directorial debut for Luchino Visconti, who continued to direct some many more great and memorable Italian dramatic movies.<br /><br />8/10"
118_8,1,"Released as Zentropa in North America to avoid confusion with Agniezska Holland's own Holocaust film Europa Europa, this third theatrical feature by a filmmaker who never ceases to surprise, inspire or downright shock is a bizarre, nostalgic, elaborate film about a naive American in Germany shortly following the end of WWII. The American, named Leo, doesn't fully get what he's doing there. He has come to take part in fixing up the country since, in his mind, it's about time Germany was shown some charity. No matter how that sounds, he is not a Nazi sympathizer or so much as especially pro-German, merely mixed up. His uncle, who works on the railroad, gets Leo a job as a helmsman on a sleeping car, and he is increasingly enmeshed in a vortex of 1945 Germany's horrors and enigmas.<br /><br />This progression starts when Leo, played rather memorably by the calm yet restless actor Jean-Marc Barr, meets a sultry heiress on the train played by Barbara Sukowa, an actress with gentility on the surface but internal vigor. She seduces him and then takes him home to meet her family, which owns the company which manufactures the trains. These were the precise trains that took Jews to their deaths during the war, but now they run a drab day-to-day timetable, and the woman's Uncle Kessler postures as another one of those good Germans who were just doing their jobs. There is also Udo Kier, the tremendous actor who blew me away in Von Trier's shocking second film Epidemic, though here he is mere scenery.<br /><br />Another guest at the house is Eddie Constantine, an actor with a quiet strength, playing a somber American intelligence man. He can confirm that Uncle Kessler was a war criminal, though it is all completely baffling to Leo. Americans have been characterized as gullible rubes out of their element for decades, but little have they been more blithely unconcerned than Leo, who goes back to his job on what gradually looks like his own customized death train.<br /><br />The story is told in a purposely uncoordinated manner by the film's Danish director, Lars Von Trier, whose anchor is in the film's breathtaking editing and cinematography. He shoots in black and white and color, he uses double-exposures, optical effects and trick photography, having actors interact with rear-projected footage, he places his characters inside a richly shaded visceral world so that they sometimes feel like insects, caught between glass for our more precise survey.<br /><br />This Grand Jury Prize-winning surrealist work is allegorical, but maybe in a distinct tone for every viewer. I interpret it as a film about the last legs of Nazism, symbolized by the train, and the ethical accountability of Americans and others who appeared too late to salvage the martyrs of these trains and the camps where they distributed their condemned shiploads. During the time frame of the movie, and the Nazi state, and such significance to the train, are dead, but like decapitated chickens they persist in jolting through their reflexes.<br /><br />The characters, music, dialogue, and plot are deliberately hammy and almost satirically procured from film noir conventions. The most entrancing points in the movie are the entirely cinematographic ones. Two trains halting back and forth, Barr on one and Sukowa on another. An underwater shot of proliferating blood. An uncommonly expressive sequence on what it must be like to drown. And most metaphysically affecting of all, an anesthetic shot of train tracks, as Max von Sydow's voice allures us to hark back to Europe with him, and abandon our personal restraint."
3814_7,1,"The most interesting thing about Miryang (Secret Sunshine) is the actors. Jeon Do-yeon, as Lee Shin-ae, the main character, is a woman with a young son whose husband has died in a tragic accident, and who leaves Seoul to live in Miryang, which was his home town, with her young son. Jeon's face is very changeable. She is girlish, flirtatious, elegant, aged and sad, desperate and joyous, with it and terribly isolated by turns, and it's all in her face. The film also stars Song Kang-ho as Kim, a man who meets her when her car breaks down coming into Miryang, who happens to run a garage in town, and who follows her around all the time thereafter, despite her apparent lack of interest in his attentions. Song is the biggest star in Korea right now, renowned for his work with Park Chan-wook and Bong Joon-ho (Sympathy for Mr. Vengeance; Memories of Murder and The Host). And yet here he plays a throwaway character, almost a forgotten man. But of course he makes him interesting and curiously appealing. He is the essential ballast to keep Jeon's character from floating away.<br /><br />Lee Shin-ae is a piano teacher. She comes to the new town, which is a neutral place, a kind of poor-man's Seoul, a town \just like anywhere else,\"" as Kim says (just as he is in a way just like anyone else). Her little boy is sprightly, as little boys are, but plainly damaged and withdrawn at times too. His father used to snore, and when he misses him he lies awake, pretending to snore. He goes to school, and Shin-ae meets parents and students and shopkeepers. There is a sense of place in the film, even though the place is in a sense \""anywhere.\"" People speak in the local dialect, and everyone knows everything, and Shin-ae's Seoul origin is immediately noticed. Is life really harsher here, away from the big city and its sophistication? Shin-ae seems not to realize the danger she is in.<br /><br />Something terrible happens. And Shin-ae doesn't necessarily deal with it in the best possible way. But it happens and she must face the consequences. But she can't. She goes to pieces. A perpetrator is caught, but that's no consolation. Eventually she becomes so despairing, she relents and goes to a born-again Christian meeting an acquaintance has been pressing her to attend. She finds peace and release with this. But when she decides not only to forgive the perpetrator but to go to the prison to tell him so, that experience is full of ironies and it destroys her all over again. She becomes embittered and desperate and she no longer finds solace in religion. And it gets worse than that.<br /><br />Jeon Do-yeon gives her all in this extremely demanding and protean role. Lee Chang-dong may be a very good director. If an actor of the stature of Song Kang-ho expresses enormous admiration for him, that is convincing. According to Scott Foundas of LA Weekly, Lee's first three films, Green Fish (1997), Peppermint Candy (2000) and Oasis (2002) have marked him out as \""one of the leading figures of his country's recent cinematic renaissance.\"" But this is not as successful a film as those of other Korean directors whose work I've seen, such as Yong Sang-Soo, Bong Joon-ho, and the prodigiously, almost perversely gifted Park Chan-wook. It may indeed begin as Foundas says as a kind of \""Asiatic Alice Doesn't Live Here Anymore\"" and then \""abruptly and without warning\"" turns into \""something of a thriller, and some time after that a nearly Bressonian study in human suffering.\"" But that progression not only seems random and indigestible; the film sags and loses its momentum toward the end and then simply fizzles out, with no sense of an ending. There are also weaknesses in the action. Shin-ae takes foolish chances with her son, and makes bad choices all along. If she is destined for madness like Betty in Jean-Jacques Beineix's Betty Blue, which might explain her peculiar and mistaken choices, that isn't something that is properly developed. This is an interesting film, certainly a disturbing one, but one that leaves one doubtful and dissatisfied, after putting one through an emotional wringer.<br /><br />An official selection of the New York Film Festival presented at Lincoln Center, 2007an event that has done right by Korean filmmakers in the recent past."""
2604_3,0,"Doppelganger has its moments, but they are few and far between.<br /><br />Essentially, this is a grade B blend of pop-psych thriller, ghost story and horror. Drew Barrymore plays a young woman who is haunted by the demons of her past (most of her family has been murdered and she was, in at least one case, the prime suspect), or does she just have a really bad case of multiple personality disorder? George Newbern is her new room mate, and most of the action centers on him.<br /><br />Newbern's character is pretty sympathetic, and both he and Barrymore do decent work (though not exactly good). The mediocre to (at times) totally horrendous script and the unimpressive directing seem to have combined to sink the rest of the performances into oblivion. Leslie Hope's character is memorable, but so irritating that you will want to forget her.<br /><br />The plot eventually disintegrates into a bifurcated (one story arc is psychological realism, the other is supernatural horror) outlandish climax which is so badly conceived, acted and photographed that it effectively counteracts most of what value the film had achieved previously.<br /><br />Overall, the film has the feel of what might expect to be the result of M. Knight Shamalyan's first undergraduate film class. The acting and script for the two leads are just good enough to make you care a little about them - at least until the film derails utterly and completely.<br /><br />My recommendation - send your doppelganger, but avoid a first-person encounter."
12335_9,1,"Warning: contains a spoiler. Corny plot and in many cases terrible acting. Fontaine is great, but some others, particularly Richard Ney, Ivy's husband, are exceedingly wooden. Ney lies in bed, dying of arsenical poisoning, with every hair in place. Yet the movie is so juicy and so suspenseful. More faithful to the book than most movies of its era. Casting Joan Fontaine as a poisoner (and an adulteress, which was just as shocking then - I'm not kidding, kids) was a masterful stroke. She's just her usual Joan Fontainey self. As murderers were supposed to, she dies by falling \feet foremost through the floor into an empty space.\"""""
9270_9,1,"I have to point out, before you read this review, that in no way, is this a statement against Iranian people ... if you really want to read something into it, than hopefully you see, that I'm against politicians in general ... but if you're looking to be offended ... I can't help you!<br /><br />Not in Iran as this movie is banned there (see IMDb trivia for this movie). Which is a shame, because the movie is great. Would it not be for \Grbavica\"", this movie would have won at the International Film Festival in Berlin.<br /><br />Rightfully so (it was the runner-up, or second place if you will). Why? Because it is a movie about oppression. It's not even that this is a complete women issue. It is about the government trying to keep the people down. An analogy so clear that the government felt the need to ban the movie. But by banning it nothing is resolved and/or can they make this movie disappear! <br /><br />Another reviewer had a great summary line: \""Comedy about a tragedy\"", that sums it up pretty well!"""
2947_10,1,"If you haven't seen this, you do not know what you are missing. The first time you do, you will litteraly be in pain lying on floor throwing up from laughing so hard, and having probably wet yourself as well.<br /><br />It is THAT funny. There hasn't been a single comedic performance to this date that I have seen that tops this or even comes close. So many classic one liners, stories, and segways..<br /><br />The drunken uncle at the BBQ, Gi Joe, Mr T, goony goo goo, ice cream man, you say any of these things to anyone who has seen this performance and I'll bet you dollars to doughnuts they will not be able to keep a straight face and will burst out in laughter, or recite the rest of the dialogue from the act.<br /><br />Pure classic!! Shame you can't get it on DVD..<br /><br />Rating 10+ out of 10"
1982_1,0,"Who? What? Where? When? Why? The acting was terrible. Very robotic, rehearsed. I have seen all of the actors in this film in better roles. The screenplay was very elementary. By the end of this film, the story line was tied up. And Jeane Claude LaMarre should be tied up, too. So that he never attempts to write/direct another film."
8016_2,0,"First of all, this film is GLACIALLY slow-moving, and I can see most viewers losing patience with it altogether in the first thirty minutes.<br /><br />The film's subject matter was one I think would form the basis of an excellent film; what was most lacking here was a plot that would advance the underlying themes.<br /><br />It's unfortunate, because in the hands of a writer like (say) Lanford Wilson, I think symbolism like a mountain-lion invading a school campus could take on great, Tragic proportions without being heavy-handed.<br /><br />I think, with a good script supporting the film, the same filmmaker, with the same tastes, and even with the same actors (who didn't really even get a chance to impress me), might have been able to present a meaningful and touching depiction of the pains and struggles that a boy goes through when he develops a powerful \crush\"" on an older boy that he admires.<br /><br />However, I'm sorry to say that without this foundation, and armed with a vague, dull-witted, and vastly uninteresting script, without any sort of plot in sight, and lacking any sort of sensible structure (for example, after viewing it, I believe you will find that you cannot point to climactic scenes, and instead, will find yourself enumerating \""well, maybe that scene, or that one, were climaxes...\"")--the result is 95 minutes of tedium.<br /><br />Without a good plot, we never get terribly interested in any of the characters; their trials and difficulties are simply dull and boring.<br /><br />Without a good plot, dramatic devices and surrealistic directorial liberties become puzzling and confusing rather than enhancements to the story-line. I never really could believe, for example, the creation of \""Leah\"" and I think that most viewers would be utterly baffled by the conventional way in which her telephone calls were filmed.<br /><br />As the film stands, I'm afraid it's one I cannot recommend at all. What I can never understand is why a film like THIS one isn't re-made by an enterprising film-maker...instead of all the mediocre remakes of films that were superlatively good in the first release! All it needs is a good script, written by good writers, and I think this film could be easily turned into an unforgettable classic about an aspect of male coming-of-age that is rarely treated in drama. All the elements that were so tedious and seemed so recherche in the film (the messages written on the boy's belly, the \""Leah\"" scenes, the television-screen fantasies) could become rich if underpinned with a good STORYLINE.<br /><br />I see in quite a few comments that people are talking of this film as somehow being about a \""gay\"" subject, and I think that's mistaken. Obviously, the \""crush\"" depicted is that of a newly pubescent boy on an older adolescent boy, but the character of Logan is far too young to have settled on any particular sexual choices, and, indeed, in his depicted masturbation fantasies, we see all sorts of stimuli, sexual and non-sexual, as we would expect in a very young boy like him. I believe \""crushes\"" such as Logan's are common among male youths who grow up to have a decided preference for female sex-partners."""
11219_3,0,"This was a movie about infidelity and revenge. A twin with the \twin\"" connection senses that something is wrong with her sister. This movie took forever to establish the plot. A plot that has been done many times. The acting was lousy for the most part. Once the plot comes together, the movie ends. Laura and Ashley are twins that live with an abusive father. The father seems to favor Ashley, so Laura gets the blame for everything. There is a promise made that the girls would never be apart, but as they grow up, their lives go in different directions. Ashley gets a job in a diner where she meets Barry, a married man. Of course no good can come of this. The fact that Barry had tinnitus was a poor excuse for a way to track him down. I kept waiting for this movie to get better and for there to be some resolution somewhere, but it never happened."""
4718_1,0,"There are no reasons of taking this documentary serious and there are four reasons for that: <br /><br />1) The people who made this documentary (including the director and the producer) are Serbs or of Serbian origin, therefore the criteria of neutrality fails. For instance, they mentioned that the diaspora Croats (the so called \Ustase\"") played a huge part in the fall of Yugoslavia, but they didn't mention that there were equal Serbian organizations as well (Cetniks)! For you who aren't that familiar with Balkan WW2 history: The Serbian so called \""Cetniks\"" that were portrayed in the documentary as being so kind that they helped British paratroops during the war. Well, that's only half the truth. They were also a fascist (Monarch) group who collaborated with the Germans, but then switched side when Hitler started losing the war. It's also ironic that they don't mention the Cetnik leader Mihajlovic in the documentary, a man that is responsible for killing thousands of people and burning hundreds of villages all over Bosnia and Croatia. But they mentioned a certain Ante Pavelic...Hm...Allow me to be just a little suspicious.<br /><br />2) Most of the people interviewed are to me totally unknown. And I've studied this war for a long time (who is the old British lady!!! She really hasn't made her homework!) and they are not even presented by name, so they could More or less be anybody, maybe someone they took from the street. Who knows.<br /><br />3) In The documentary they talk about Kosovo and how the Serbs have lived there for ages, and therefore it should belong to Serbia (even though they are a minority). Well, when they mention the Serbian dominated part of Croatia (Krajina) suddenly the Serbs are portrayed as how they have the right to live there because it has been their home for so long. Fine, but what people don't know is that the largest city in Krajina (Knin) has great historical importance for the Croatian people. It was there where one of the most celebrated Kings of Croatian history (Zvonimir) was crowned, and therefore the city has a historical value for Croatia. The Serbs arrived almost 800 years or so later! But no, the Serbs should have Krajina and Kosovo according to the documentary. Is that fair? To me it looks like double standards of morality from the director. Plus, it is said in the documentary that the Croatian constitution didn't have any laws about minority rights, this is a lie because it was one of the first laws implemented BECAUSE of the fact that Croatia had a huge Serbian minority.<br /><br />4) The film mentions a radical Croatian Paramilitarian leader called Glavas. Or the Muslim radical Oric. They accused them of being a huge reason for the negative development of the war. Yes, they were radicals, but if you want to talk about radicals, why not also mention the Serbian radical paramilitary leaders such as Seselj and Arkan? The flaws are so many that I just presented a few of them, just so that people get an overview of the documentary. It looks like the people who made this documentary weren't well prepared and didn't have the guts to criticize the Serbs because they were afraid that their Serbian relatives would slap them or something. There aren't that many documentaries out there that are of good quality, but the best so far is \""The death of Yugoslavia\"" where all the significant participants of the war are interviewed (e.g. Milosevic, Jovic, Bulatovic, Tudman, Izetbegovic, Karadzic etc.) and where you get a whole 5 hour explanation about the fall of Yugoslavia and the war.<br /><br />One other thing. I saw a comment on this documentary where the person was frustrated about why the US gave support to a country (Bosnia) that had connections with Bin Laden during the war. Well, first of all, all the countries involved in this conflict had nationalist presidents and because the Bosnian Muslims didn't have an old ethnic identity (previosly they were called \""Muslim Croats\"") they had to rely on something else besides nationality to raise the spirit among the people, and that was by connecting them to the only thing that they had in common: Their religion. And they took help from the Mujahedin because no one else would support them. They had to fight the 4:th largest army in Europe! They needed all the help they could get. Nationalism is the best way to unite a people during war. History has shown us that."""
5549_8,1,"The silent film the Pride of the Clan starring Mary Pickford was supposed to be set in a fictional island off the coast of Scotland. In actuality, most of the exterior shots were filmed in Marblehead Massachusett on Marblehead Neck near several rocky seaside geographic areas including the Churn and Castle Rock. My initial interest in the film was because of two factors: 1) the Marblehead film location in my hometown and, 2) the fact that my grandmother Lizzette M. Woodfin was hired as a stand-in for Mary Pickford during filming of several scenes including the \cliff scene\"". Both women were small (5') in stature and both my father and grandmother related the fact that she was a stand-in with her back to the camera for the cliff scene as part of the Chiefton filming set. I just wanted to relate this story for future film historians and buffs. The film itself (my DVD copy is somewhat poor) is very well done with lots of action and expressive acting including several scenes where Miss Pickford portrays a strong woman characterization. I enjoyed it and would love to get a better copy of it although I am unsure whether one exists as I have seen in various movie sites that remaining copies are dark because of deterioration. A very nice film of the silent genre with lots of action!"""
9599_1,0,"Boring, badly written Italian exploitation flick.Lots of nudity, gore and awful acting.The werewolf makeup was the only thing that would raise a laugh.Complete rubbish-even for fans of cheesy Italian horror.Please avoid."
217_3,0,"This is a movie that relies solely on the somewhat controversial image of incest and lesbianism to get noticed.That is it.The dialogs are pathetic and the sensuality of the \sex scenes\"" is absolutely absent.The acting and the dialog are more suited for high-school children,yet the subject is intended for adult audiences. It is a gutless and shallow movie.It could have been way better if it had a story and more drama. Ah and on top of that, one more thing: why are inner monologues so excessively used? Makes it seem so cheap.All in all an embarrassing movie for Romanian cinema as well as for mature audiences attempting to view it.I know the means are scarce but, that is not always an excuse for a movie flopping as this one does.And please start using some good actors in your movies and stop recycling them from musicians (Tudor Chirila) - they can't act!"""
6043_1,0,"you must be seeing my comments over many films under Evren Buyruk ..I am off to make another comment over a movie that is not even worth a minute of talking though..This film is basically two hours of Dafoe's character drinking himself - nearly literally - to death. The only surprise in this film is that you didn't have enough clues or character knowledge to be surprised. It was just a grim, sad waste of time.<br /><br />Willem Dafoe is excellent actor. Peter Stormare is an excellent actor. But this film just sucked. Slow doesn't make the movie bad, it was just bad. The sketchy plot mixed with artistic ramblings of anamorphic detail aren't cohesively drawn together in a meaningful way for a plot except to highlight some gore which is illustrated from several perspectives, finally at the end. I really appreciate the artistic vision, but as entertainment, it put me to sleep. (Seriously, I fell asleep and had to re-watch the film - which was even more disappointing.) I generally don't like to make negative comments or reviews on the works of others, even when they suck, but this film warranted one. It's just too bad that these great actors were shamed with this end result."
5579_2,0,"The '60s is an occasionally entertaining film, most of this entertainment is from laughing at the film. It is extremely uneven, and includes many annoying elements. Take for instance the switch between black & white, and color. If done right, this could of been fairly effective, but because it was done poorly , it turned into a nuisance and only detracted from the already bad experience; much of the film had an odd feel to it. The acting wasn't extremely bad for a made for TV flick, but then again it was downright embarrassing at other times. Many of the events were not coherent, and ending up being confusing. How did this family somehow end up being at many of the big events during the 1960's? The ending was much too sappy for my tastes; because it was hollywoodized, everything had to turn out right in the end. I would advise you to not waste your time on The '60s and do something else with your time. I'm glad I watched this in class, and not on my own time. I think I can safely say that the best part of the movie was the inclusion of Bob Dylan's music. Those are just my rambling thoughts on the flick. I hope you take my advice, and stay away from this."
194_8,1,"Perhaps the funniest 'backstage at Hollywood' movie ever, especially for a look at comedy short factories like Keystone.<br /><br />Marion Davies should get a medal for bravery for taking a part where acting poorly in front of a camera is part of the role. Plenty of cameos for film buffs."
10613_8,1,"This is a long lost horror gem starring Sydney Lassick (\Carrie\"" and others) and Barbara Bach. It is sometimes difficult to locate a copy of this film but it's worth it. This film is creepy yet cheesy at the same time. It seems that 3 young newswomen (Karen, Vicky, and Jennifer) travel to the small city of Solvang, California to cover a festival when a mix-up occurs involving their hotel room and they seek refuge at the home of Earnest Keller (Lassick) and his strange wife Virginia. Vickie stays behind, feeling ill, as the other 2 are off to film their story. She is soon murdered at the house, in a VERY cheesy way by some unknown force hiding in the ventilation system (she is decapitated by the closing cover of the vent as it comes crashing down on her while she is being tugged through and into the basement). Soon Karen returns and she is murdered in an even more brutal fashion by having her face rammed through the vent cover. Jennifer is fighting with her (ex?)lover in a rather boring sub plot and when she returns home, her hosts (whom by now we have discovered are brother and sister and that whatever it is that is in the basement is their son) devise a plot to try to murder her as well. Virgina does not totally agree with Earnest's plan to murder Jennifer but she is tricked into going into the basement where she meets Junior. Here the film turns almost comic as Junior (portrayed hysterically by Stephen Furst) is a deformed, mentally deficient, manchild whose actions and motions will cause a few chuckles even though it's supposed to be scary. This is where the pace of the film picks up and the ending is well done. The actors/actresses do a terrific job with the material especially Lassick, Furst, and Bach and although it's not the most horrifying film ever made it is highly entertaining!"""
3629_8,1,"'The Rookie' was a wonderful movie about the second chances life holds for us and also puts an emotional thought over the audience, making them realize that your dreams can come true. If you loved 'Remember the Titans', 'The Rookie' is the movie for you!! It's the feel good movie of the year and it is the perfect movie for all ages. 'The Rookie' hits a major home run!"
9087_7,1,"Saxophonist Ronnie Bowers (Dick Powell) wins a studio contract and goes to Hollywood. He stays at Hollywwod Hotel (of course). At the same time big egotistical star Mona Marshall (Lola Lane) has a tantrum and refuses to attend the premiere of her new picture. In a panic the studio hires lookalike Virginia (Rosemary Lane) to impersonate her and have Bowers take her to the premiere NOT telling him it's not Marshall. Naturally they fall in love. You can pretty much figure out the rest of the plot yourself.<br /><br />The plot is old (to put it nicely) but Powell and Rosemary Lane make a very likable pair and have beautiful singing voices. The score is good (highlighted by \Hooray for Hollywood\"") and director Busby Berkeley shows off his unique visuals in a really fun drive-in musical sequence (with Edgar Kennedy doing his patented slow burn). Also Glenda Farrell has a few funny bits as Monas sister Jonesie.<br /><br />Still the movie isn't that good. The rest of the cast mugs ferociously and most of the humor is just not funny. Lola Lane especially is just lousy trying to play Mona for comedy. Also there is racism--a stereotypical black maid is played for laughs and there's some truly appalling racist \""humor\"" at one point. That's probably what keeps this off TV most of the time. I realize it was accepted at the time but it comes across as revolting today.<br /><br />All in all a so-so movie with some serious problems helped by a good cast and some great songs. I give it a 7."""
5087_1,0,"Yes, he is! ...No, not because of Pintilie likes to undress his actors and show publicly their privies. Pintilie IS THE naked \emperor\"" - so to speak...<br /><br />It's big time for someone to state the truth. This impostor is a voyeur, a brat locked in an old man's body. His abundance of nude scenes have no artistic legitimacy whatsoever. It is 100% visual perversion: he gets his kicks by making the actors strip in the buff and look at their willies. And if he does this in front of the audience, he might eve get a hard-on! Did you know that, on the set of \""Niki Ardelean\"", he used to embarrass poor Coca Bloss, by telling her: \""Oh, Coca, how I wanna f*** you!\""? She is a great lady, very decent and sensitive, and she became unspeakably ashamed - to his petty satisfaction! And, as a worrying alarm signal about the degree of vulgarity and lack of education in Romanian audiences, so many people are still so foolish to declare these visual obscenities \""works of art\""! Will anyone have ever the decency to expose the truth of it all?"""
6614_4,0,"Sholay: Considered to be one of the greatest films. I always wondered if they would ever remake being the classic it is. That was the time RGV announced this movie and I was somewhat excited to see it. I always thought that maybe this will be a good movie, but every week we would here RGV change something. And the movie is a very B-Grade movie, something that I had not hoped.<br /><br />I really tried looking for positives, but I promised to keep Sholay out of my mind. The cinematography is awesome. The movie tries to be its own. But that is the up side. The action sequences are weak. The screenplay had potential. The biggest flaw is editing. None of the scenes excite you. For example, the comedy sequences felt very out of place and forced. Ironic because comedy was just as entertaining in the original. And none of the characters are developed. And no scenes will linger until the end. And the ending was very disappointing.<br /><br />The biggest question is acting. Amitabh Bachchan was good as Gabbar Singh, nothing great. It seemed as if they concentrated too much on his look, that the character only looks menacing, but you don't get creeped out. Mohanlal is barely in the movie, but he impresses in his few scenes. Ajay Devgan was decent. It wasn't so much the performance, he gave it his all, it was the weak script. Prashant Raj is very confident, and has potential to make it far with better movies.<br /><br />I had most expectations for Sushmita Sen, who was probably the best of the lot. She was expressive, but this still was not enough. Nisha Kothari surprised me. She seemed disinterested for the most part, but her emotional scene after her friend's death was quite good. Seems as if she needs to find a director who will help her talent, not her cute looks. But what disappointed me most was chemistry. Ajay Devgan and Prashant Raj didn't look like friends. Ajay-Nisha were not a strong couple. No passion was to be found between Sushmita and Prashant. And Amitabh and Mohanlal did not the hateful passion they needed.<br /><br />As for songs, they pretty much suck. Urmila's Mehbooba was too overblown and I pretty much slept through it. It was however nicely danced. The Holi number was enjoyable, but not memorable. Same went for the other songs. For someone who looked forward to this movie, I was heavily disappointed. I had high hopes for RGV because of his Jungle, but seems as if he lost his talent during the shooting of this movie. But hopefully he regains his talent for Sarkar Raj. But this movie is best forgotten. All the positives still do not make up for the boring movie it is."
10562_9,1,"Such energy and vitality. You just can't go wrong with Busby Berkley films and this certainly must be his best. Of course the choreography is wonderful, but also the banter between Cagney and Blondell is so colorful and such a delight. Don't miss this one."
8960_2,0,"the only thing that frequently pops into my head while i'm writing this review is,i'll never get that hour and a half back!!! to indicate that i'm not just blowing air, i'll compare the movie to the other movies of the cube trilogy(cube and hypercube)!cube wasn't great but it was original and that made up for some technical flaws!hypercube as a sequel lost the advantage of originality but it came out looking pretty sharp and i even liked it beter than cube(the story was better)! but cube zero in comparison to it's predecessors really isn't worth sh*t!a complete lack of good fx, a very f*ck*d up script and just plain old bad acting don't combine well! example:all of the time during the movie i was thinking it would be incredibly stupid if ... should happen and then it would happen, so it's not very original neither! my advice: don't lose that hour and a half i lost!!!!!!!! oh and i hope this movie crashes and burns!!!!!!!"
120_1,0,"When I first saw a glimpse of this movie, I quickly noticed the actress who was playing the role of Lucille Ball. Rachel York's portrayal of Lucy is absolutely awful. Lucille Ball was an astounding comedian with incredible talent. To think about a legend like Lucille Ball being portrayed the way she was in the movie is horrendous. I cannot believe out of all the actresses in the world who could play a much better Lucy, the producers decided to get Rachel York. She might be a good actress in other roles but to play the role of Lucille Ball is tough. It is pretty hard to find someone who could resemble Lucille Ball, but they could at least find someone a bit similar in looks and talent. If you noticed York's portrayal of Lucy in episodes of I Love Lucy like the chocolate factory or vitavetavegamin, nothing is similar in any way-her expression, voice, or movement.<br /><br />To top it all off, Danny Pino playing Desi Arnaz is horrible. Pino does not qualify to play as Ricky. He's small and skinny, his accent is unreal, and once again, his acting is unbelievable. Although Fred and Ethel were not similar either, they were not as bad as the characters of Lucy and Ricky.<br /><br />Overall, extremely horrible casting and the story is badly told. If people want to understand the real life situation of Lucille Ball, I suggest watching A&E Biography of Lucy and Desi, read the book from Lucille Ball herself, or PBS' American Masters: Finding Lucy. If you want to see a docudrama, \Before the Laughter\"" would be a better choice. The casting of Lucille Ball and Desi Arnaz in \""Before the Laughter\"" is much better compared to this. At least, a similar aspect is shown rather than nothing."""
4518_9,1,Adrian Pasdar is excellent is this film. He makes a fascinating woman.
9625_8,1,"On first watching this film it is hard to know quite what has happened, but on a subsequent viewing it become more clear. I enjoyed this movie. Dean Cain was excellent in the role of Bob. Lexa Doig's character was confusing to understand, at first, she was out to trap Bob but i really believe she landed up loving him although by then she had broken his heart. Dean Cain's performance was an usual excellent. He gets better with every film he does. My only question at the end of the film was what happened to Bob, Camilla and the baby. It was left for the viewer to decide"
6221_7,1,"Had this film been put together a tad better, it would be up there with the best of Astaire and Rogers. As it is, it's a fine movie but overly long with a tedious subplot, i.e., Randolph Scott romancing Rogers' sister, played by Harriet Hilliard (that's Ozzie Nelson's wife to you baby boomers).<br /><br />Astaire and Scott are two Navy men. Scott meets Hilliard the first time when she looks like a stereotypical librarian, and later on after Ginger Rogers has asked her friend (a blond but unmistakable Lucille Ball) to glamor her up. Meanwhile, Astaire tries to pick up where he and his old dancing partner left off. The result is some wonderful dance numbers, with Astaire and Rogers as a team as well as separately: \I'm Putting All My Eggs in One Basket,\"" \""Let Yourself Go,\"" and \""I'd Rather Lead the Band.\"" Hilliard is sweet but a little lethargic as a plain Jane turned glamor girl, although she sings her two songs well, \""But Where Are You?\"" and \""Get Thee Behind Me, Satan\"" - one poster didn't care for that song, but I love the title. Rogers is vivacious, and a youthful Astaire is a dynamo.<br /><br />The highlight of the movie comes at the end with \""Let's Face the Music and Dance,\"" one of the most achingly beautiful songs ever written and certainly one of the most brilliantly executed by Rogers and Astaire. In it, they epitomize '30s glamor and fantasy. It is truly to be treasured and watched again and again."""
10569_10,1,"Clever, gritty, witty, fast-paced, sexy, extravagant, sleazy, erotic, heartfelt and corny, Footlight Parade is a first-class entertainment, what the movies are all about.<br /><br />The realistic, satirical treatment gives a fresh edge to the material and its pace and line delivery are breathtaking. To think that they only started making feature talking pictures 7 years before this! The brilliance of the dialogue cannot be matched anywhere today, especially considering that \realism\"" has taken over and engulfed contemporary cinema.<br /><br />This film was made at a time when the Hayes code restricting content was being ignored and the result is a fresh, self-referential, critical and living cinema that spoke directly to contemporary audiences suffering through the depression and the general angst of the age. I'd recommend watching any film from this period, that is 1930-1935, for a vision of what popular cinema can potentially be."""
